DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2017-01-01,3,-1,14,-2,2,0,0,67,10,1028,24,3,0,-5,113,113,116,météo très défavorable
2017-01-02,4,2,10,1,3,2,0.3,97,8,1029,64.5,4,2,0,122,143,113,météo très défavorable
2017-01-03,5,1,9,0,4,2,0,94,9,1031,12.125,5,2,-1,143,113,113,météo très défavorable
2017-01-04,6,3,18,2,5,4,0.6,96,7,1028,89.875,6,5,-1,122,266,143,météo très défavorable
2017-01-05,6,1,13,1,4,3,0,95,8,1036,24.125,6,3,-2,116,143,113,météo très défavorable
2017-01-06,3,0,7,-2,2,2,0,77,10,1039,15.75,3,0,-2,116,113,113,météo très défavorable
2017-01-07,1,-2,13,-3,1,1,0.3,55,9.125,1038,76.25,2,1,-6,113,122,122,météo très défavorable
2017-01-08,6,4,4,3,6,6,0.9,99,0.25,1033,100,6,6,4,248,266,248,météo très défavorable
2017-01-09,7,5,17,4,6,6,1.6,96,5.125,1032,96.5,7,6,1,248,266,176,météo très défavorable
2017-01-10,9,6,18,4,8,7,6.2,95,7,1016,88.375,9,6,3,176,266,176,météo défavorable
2017-01-11,10,7,21,5,9,8,1,96,6.625,1019,87.375,10,8,3,122,266,176,météo défavorable
2017-01-12,8,7,24,6,8,8,8.4,91,6.5,1020,93.625,8,6,4,119,266,296,météo très défavorable
2017-01-13,5,3,32,2,4,4,3.5,84,9.75,1014,53.25,5,1,-2,323,119,317,météo très défavorable
2017-01-14,5,1,20,1,4,3,1.2,83,9.75,1022,28.125,5,1,-3,116,116,182,météo très défavorable
2017-01-15,4,1,11,0,3,3,5,89,7.75,1024,70.5,4,2,-1,113,122,320,météo très défavorable
2017-01-16,3,0,7,-2,2,2,0,94,7,1030,81.125,3,1,-3,326,122,122,météo très défavorable
2017-01-17,2,0,17,-2,1,1,0,72,8.625,1037,13.5,2,0,-5,113,113,113,météo très défavorable
2017-01-18,1,-4,23,-4,-1,-1,0,74,10,1037,5.5,1,0,-10,113,113,113,météo très défavorable
2017-01-19,2,-4,19,-4,-1,-1,0,74,10,1036,3.875,2,0,-9,113,113,113,météo très défavorable
2017-01-20,2,-4,13,-4,0,0,0,89,9,1033,13.25,2,0,-8,143,116,113,météo très défavorable
2017-01-21,5,-3,7,-5,1,3,0,85,8,1030,5.5,5,0,-6,143,113,113,météo très défavorable
2017-01-22,5,-2,9,-3,3,1,0,59,10,1027,32.375,5,0,-5,116,119,113,météo très défavorable
2017-01-23,5,-1,10,-2,3,3,0,65,10,1028,20.375,5,1,-4,116,113,113,météo très défavorable
2017-01-24,3,-1,4,-2,1,2,0.5,86,9.75,1029,35.75,3,1,-2,113,122,179,météo très défavorable
2017-01-25,3,-3,13,-3,1,1,0,86,7,1029,15.625,3,0,-7,143,113,113,météo très défavorable
2017-01-26,3,-4,12,-5,0,1,0,76,10,1025,7.5,3,0,-8,113,113,113,météo très défavorable
2017-01-27,9,2,21,0,7,7,1,91,8.75,1016,43.75,9,5,-2,113,116,116,météo très défavorable
2017-01-28,8,5,20,4,7,7,2.6,94,7.5,1020,75.625,8,6,1,266,122,266,météo très défavorable
2017-01-29,8,3,17,3,6,6,0.6,95,9.625,1021,64.625,8,5,-1,353,116,119,météo très défavorable
2017-01-30,11,8,15,7,8,11,11.4,97,4.125,1017,98.625,11,11,5,302,266,143,météo défavorable
2017-01-31,12,10,8,9,12,11,4.3,98,5.5,1015,97.75,12,11,9,296,248,143,météo défavorable
2017-02-01,11,9,18,8,11,10,1,94,7.375,1015,84.5,11,9,7,176,116,176,météo défavorable
2017-02-02,13,9,26,7,12,11,1.2,87,8.25,1011,78,13,9,5,119,119,266,météo défavorable
2017-02-03,10,7,31,8,10,8,2.3,90,7.375,1005,66.125,10,7,4,266,116,296,météo défavorable
2017-02-04,9,6,28,4,8,8,9.4,90,9,1004,66.5,9,7,2,119,302,296,météo défavorable
2017-02-05,11,6,17,6,9,9,6.1,96,8.375,1004,91,11,8,3,176,389,176,météo défavorable
2017-02-06,8,6,19,5,7,7,0.4,88,10,1020,93.75,8,5,2,176,176,122,météo très défavorable
2017-02-07,10,5,22,5,8,7,8.3,96,8,1019,75.625,10,7,3,302,296,116,météo très défavorable
2017-02-08,7,5,17,3,6,6,0.2,94,8,1026,76.625,7,4,2,143,119,176,météo très défavorable
2017-02-09,7,4,15,3,6,5,0.3,91,9,1027,61.625,7,3,1,122,176,113,météo très défavorable
2017-02-10,4,2,13,0,3,3,0.3,84,10,1022,86.5,4,0,-2,122,119,326,météo très défavorable
2017-02-11,3,0,6,-2,2,2,0.2,82,9,1021,61.75,3,0,-2,116,119,326,météo très défavorable
2017-02-12,7,1,17,0,4,6,1.5,88,7.75,1021,58.5,7,4,-3,260,176,296,météo très défavorable
2017-02-13,8,3,22,2,6,6,0,86,10,1022,14.875,8,4,-2,113,113,113,météo très défavorable
2017-02-14,12,6,19,3,9,11,0.7,88,8.375,1029,64,12,8,2,116,266,176,météo défavorable
2017-02-15,14,9,18,7,13,11,1.3,89,9.75,1032,33.75,14,9,7,176,113,116,météo correcte
2017-02-16,13,9,5,6,12,10,2.8,93,8.75,1032,62.125,13,9,9,353,176,353,météo correcte
2017-02-17,12,8,7,5,11,11,0,87,10,1030,49,14,6,7,116,119,116,météo défavorable
2017-02-18,12,6,9,5,10,9,0,91,9,1029,16,12,6,4,113,116,116,météo défavorable
2017-02-19,12,6,13,4,10,10,0,87,9.375,1026,14.75,12,7,4,113,113,113,météo défavorable
2017-02-20,10,8,17,7,9,10,0.6,95,8.625,1025,92.875,11,10,5,122,176,176,météo défavorable
2017-02-21,14,11,23,10,13,13,0.6,91,10,1022,94.875,14,11,9,176,176,176,météo défavorable
2017-02-22,13,11,27,9,12,12,0.1,85,10,1019,91.25,13,10,8,119,122,122,météo défavorable
2017-02-23,11,9,35,7,10,10,1.7,85,9,1014,95,11,7,5,122,176,296,météo défavorable
2017-02-24,9,6,24,5,8,6,0.7,78,9.875,1021,50.25,9,3,3,119,176,176,météo défavorable
2017-02-25,11,5,19,2,8,8,0,80,10,1023,20.75,11,4,2,113,113,116,météo très défavorable
2017-02-26,12,6,21,5,10,11,0.3,90,10,1018,74.375,12,9,2,119,122,176,météo défavorable
2017-02-27,11,9,42,7,11,10,7,86,6.375,1011,95,11,8,5,266,266,389,météo défavorable
2017-02-28,9,6,30,4,8,6,2,82,9.75,1000,49.5,9,4,1,113,176,176,météo défavorable
2017-03-01,9,7,25,6,8,8,7.3,93,9.375,1006,90.875,10,9,3,119,122,302,météo défavorable
2017-03-02,11,7,24,5,10,9,0.3,79,10,1017,41.25,11,6,3,113,113,119,météo défavorable
2017-03-03,14,7,20,6,12,13,1.6,83,10,1015,61.25,14,10,4,116,116,116,météo correcte
2017-03-04,10,8,17,6,9,9,19.5,95,7.25,998,95.5,10,9,5,302,302,302,météo très défavorable
2017-03-05,10,5,33,4,7,8,10.7,90,9.125,1004,70.5,10,6,1,116,296,353,météo très défavorable
2017-03-06,7,5,22,4,7,7,11.4,93,8.125,1012,77.5,7,6,2,116,296,302,météo très défavorable
2017-03-07,10,7,19,5,9,8,1.2,85,10,1022,87.125,10,5,3,353,119,353,météo défavorable
2017-03-08,14,10,26,7,13,13,3.4,94,6.25,1022,97.875,14,12,7,266,266,176,météo défavorable
2017-03-09,14,12,23,11,13,13,2.2,92,5.5,1026,97.125,14,12,10,266,296,176,météo défavorable
2017-03-10,17,10,10,7,14,15,0,90,7.5,1028,44.125,17,10,9,248,113,113,météo correcte
2017-03-11,17,9,9,6,13,16,0,77,10,1024,13.875,18,9,7,113,113,113,météo correcte
2017-03-12,16,10,12,7,14,14,0,81,10,1016,72.375,16,9,10,122,119,122,météo défavorable
2017-03-13,14,9,18,6,13,12,0,85,10,1032,41.5,14,10,7,113,113,122,météo correcte
2017-03-14,16,9,11,6,14,14,0,85,8.375,1035,26.25,16,10,8,116,113,116,météo correcte
2017-03-15,13,11,10,9,13,12,0.3,91,9.625,1035,77.375,13,10,11,122,176,122,météo défavorable
2017-03-16,20,13,8,9,18,18,0,84,10,1030,4.75,20,14,13,113,113,113,météo favorable
2017-03-17,12,9,15,7,11,11,0.3,85,10,1022,56.875,12,10,7,116,122,176,météo défavorable
2017-03-18,12,10,28,8,11,12,7.1,91,8.25,1020,95.375,12,11,7,302,296,176,météo défavorable
2017-03-19,12,11,21,10,11,11,1,89,8,1017,98.25,12,9,8,176,266,176,météo défavorable
2017-03-20,11,10,24,9,11,11,0.3,83,10,1016,81.5,11,8,7,119,119,122,météo défavorable
2017-03-21,11,9,18,9,10,9,1.6,84,7,1015,76.5,11,8,7,353,266,176,météo défavorable
2017-03-22,12,6,26,4,10,10,0.7,85,9.625,1015,64.375,12,6,3,116,116,119,météo défavorable
2017-03-23,13,9,23,5,13,11,14.3,90,8,1014,81.125,13,9,6,143,116,353,météo défavorable
2017-03-24,13,11,19,8,13,12,5.2,92,8.5,1025,73.25,13,10,10,143,353,122,météo défavorable
2017-03-25,15,9,33,7,13,12,0,80,10,1026,11,15,8,6,116,113,113,météo correcte
2017-03-26,15,10,13,7,13,13,0,84,10,1021,51.625,15,10,8,113,119,122,météo correcte
2017-03-27,17,7,14,6,12,17,0,81,10,1022,58.5,18,9,8,113,113,113,météo correcte
2017-03-28,18,10,17,10,15,17,1,83,9.625,1025,64.625,18,11,10,113,119,176,météo correcte
2017-03-29,16,10,12,10,13,15,0,77,8.875,1027,71.25,17,9,11,113,116,116,météo défavorable
2017-03-30,22,11,18,9,18,22,0,76,18.375,1026,56.75,23,13,12,113,113,113,météo correcte
2017-03-31,17,12,22,12,15,16,2.4,68,17.375,1017,66.875,18,12,12,113,119,266,météo défavorable
2017-04-01,13,6,16,10,12,11,6.3,81,7.625,1015,100,14,8,6,143,299,389,météo défavorable
2017-04-02,15,7,10,6,11,14,0.5,86,10,1025,78.125,16,8,7,113,116,176,météo défavorable
2017-04-03,16,8,7,6,14,14,0,83,10,1027,100,17,7,9,113,113,116,météo défavorable
2017-04-04,15,9,15,8,13,15,0.5,80,9.75,1026,100,16,7,10,122,116,176,météo défavorable
2017-04-05,15,9,18,9,11,15,0.1,82,10,1029,100,15,7,10,119,113,119,météo défavorable
2017-04-06,12,8,19,6,10,10,0.1,74,10,1029,45.875,13,4,8,113,113,119,météo défavorable
2017-04-07,16,7,9,3,12,16,0,73,10,1029,4.125,17,7,7,113,113,113,météo correcte
2017-04-08,18,9,6,6,15,18,0,80,9,1026,25,19,8,9,113,113,113,météo favorable
2017-04-09,22,11,10,7,18,21,0,73,10,1023,8.375,22,10,11,113,113,113,météo favorable
2017-04-10,14,10,20,10,12,14,0.2,84,10,1025,54.125,15,9,11,113,116,176,météo correcte
